"GEO","National Occupational Classification","VALUE"
"Canada","Bus drivers, subway operators and other transit operators [7512]","2330"
"Canada","Taxi and limousine drivers and chauffeurs [7513]","475"
"Canada","Delivery and courier service drivers [7514]","3650"
"Canada","Heavy equipment operators [752]","4510"
"Canada","Heavy equipment operators (except crane) [7521]","3700"
"Canada","Public works maintenance equipment operators and related workers [7522]","810"
"Canada","Other transport equipment operators and related maintenance workers [753]","2555"
"Canada","Railway yard and track maintenance workers [7531]","45"
"Canada","Water transport deck and engine room crew [7532]","110"
"Canada","Boat and cable ferry operators and related occupations [7533]","0"
"Canada","Air transport ramp attendants [7534]","320"
"Canada","Other automotive mechanical installers and servicers [7535]","2065"
"Canada","Trades helpers, construction labourers and related occupations [76]","21430"
"Canada","Trades helpers and labourers [761]","19425"
"Canada","Construction trades helpers and labourers [7611]","18300"
"Canada","Other trades helpers and labourers [7612]","1125"
"Canada","Public works and other labourers, not elsewhere classified (n.e.c.) [762]","2010"
"Canada","Public works and maintenance labourers [7621]","1195"
"Canada","Railway and motor transport labourers [7622]","815"
"Canada","Natural resources, agriculture and related production occupations [8]","16070"
"Canada","Supervisors and technical occupations in natural resources, agriculture and related production [82]","1965"
"Canada","Supervisors, logging and forestry [821]","0"
"Canada","Supervisors, logging and forestry [8211]","0"
"Canada","Contractors and supervisors, mining, oil and gas [822]","355"
"Canada","Supervisors, mining and quarrying [8221]","205"
"Canada","Contractors and supervisors, oil and gas drilling and services [8222]","150"
"Canada","Underground miners, oil and gas drillers and related occupations [823]","640"
"Canada","Underground production and development miners [8231]","390"
"Canada","Oil and gas well drillers, servicers, testers and related workers [8232]","250"
"Canada","Logging machinery operators [824]","170"
"Canada","Logging machinery operators [8241]","170"
"Canada","Contractors and supervisors, agriculture, horticulture and related operations and services [825]","745"
"Canada","Agricultural service contractors, farm supervisors and specialized livestock workers [8252]","260"
"Canada","Contractors and supervisors, landscaping, grounds maintenance and horticulture services [8255]","485"
"Canada","Fishing vessel masters and fishermen/women [826]","0"
"Canada","Fishing masters and officers [8261]","0"
"Canada","Fishermen/women [8262]","0"
"Canada","Workers in natural resources, agriculture and related production [84]","7040"
"Canada","Mine service workers and operators in oil and gas drilling [841]","610"
"Canada","Underground mine service and support workers [8411]","165"
"Canada","Oil and gas well drilling and related workers and services operators [8412]","445"
"Canada","Logging and forestry workers [842]","365"
"Canada","Chain saw and skidder operators [8421]","0"
"Canada","Silviculture and forestry workers [8422]","0"
"Canada","Agriculture and horticulture workers [843]","6055"
"Canada","General farm workers [8431]","5225"
"Canada","Nursery and greenhouse workers [8432]","825"
"Canada","Other workers in fishing and trapping and hunting occupations [844]","15"
"Canada","Fishing vessel deckhands [8441]","0"
"Canada","Trappers and hunters [8442]","0"
"Canada","Harvesting, landscaping and natural resources labourers [86]","7065"
"Canada","Harvesting, landscaping and natural resources labourers [861]","7065"
"Canada","Harvesting labourers [8611]","1440"
"Canada","Landscaping and grounds maintenance labourers [8612]","4220"
"Canada","Aquaculture and marine harvest labourers [8613]","0"
"Canada","Mine labourers [8614]","175"
"Canada","Oil and gas drilling, servicing and related labourers [8615]","710"
"Canada","Logging and forestry labourers [8616]","0"
"Canada","Occupations in manufacturing and utilities [9]","28900"
"Canada","Processing, manufacturing and utilities supervisors and central control operators [92]","2170"
"Canada","Supervisors, processing and manufacturing occupations [921]","810"
"Canada","Supervisors, mineral and metal processing [9211]","155"
"Canada","Supervisors, petroleum, gas and chemical processing and utilities [9212]","140"
"Canada","Supervisors, food and beverage processing [9213]","230"
"Canada","Supervisors, plastic and rubber products manufacturing [9214]","0"
"Canada","Supervisors, forest products processing [9215]","160"
"Canada","Supervisors, textile, fabric, fur and leather products processing and manufacturing [9217]","0"
"Canada","Supervisors, assembly and fabrication [922]","225"
"Canada","Supervisors, motor vehicle assembling [9221]","30"
"Canada","Supervisors, electronics manufacturing [9222]","25"
"Canada","Supervisors, electrical products manufacturing [9223]","20"
"Canada","Supervisors, furniture and fixtures manufacturing [9224]","0"
"Canada","Supervisors, other mechanical and metal products manufacturing [9226]","90"
"Canada","Supervisors, other products manufacturing and assembly [9227]","55"
"Canada","Central control and process operators in processing and manufacturing [923]","275"
"Canada","Central control and process operators, mineral and metal processing [9231]","0"
"Canada","Central control and process operators, petroleum, gas and chemical processing [9232]","235"
"Canada","Pulping, papermaking and coating control operators [9235]","0"
"Canada","Utilities equipment operators and controllers [924]","855"
"Canada","Power engineers and power systems operators [9241]","580"
"Canada","Water and waste treatment plant operators [9243]","280"
"Canada","Processing and manufacturing machine operators and related production workers [94]","10045"
"Canada","Machine operators and related workers in mineral and metal products processing and manufacturing [941]","2730"
"Canada","Machine operators, mineral and metal processing [9411]","410"
"Canada","Foundry workers [9412]","125"
"Canada","Glass forming and finishing machine operators and glass cutters [9413]","0"
"Canada","Concrete, clay and stone forming operators [9414]","535"
"Canada","Inspectors and testers, mineral and metal processing [9415]","0"
"Canada","Metalworking and forging machine operators [9416]","540"
"Canada","Machining tool operators [9417]","695"
"Canada","Other metal products machine operators [9418]","300"
"Canada","Machine operators and related workers in chemical, plastic and rubber processing [942]","1325"
"Canada","Chemical plant machine operators [9421]","375"
"Canada","Plastics processing machine operators [9422]","765"
"Canada","Rubber processing machine operators and related workers [9423]","185"
"Canada","Machine operators and related workers in pulp and paper production and wood processing and manufacturing [943]","970"
"Canada","Sawmill machine operators [9431]","115"
"Canada","Pulp mill machine operators [9432]","0"
"Canada","Papermaking and finishing machine operators [9433]","200"
"Canada","Other wood processing machine operators [9434]","125"
"Canada","Paper converting machine operators [9435]","135"
"Canada","Lumber graders and other wood processing inspectors and graders [9436]","15"
"Canada","Woodworking machine operators [9437]","0"
"Canada","Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing [944]","780"
"Canada","Textile fibre and yarn, hide and pelt processing machine operators and workers [9441]","0"
"Canada","Weavers, knitters and other fabric making occupations [9442]","0"
"Canada","Fabric, fur and leather cutters [9445]","0"
"Canada","Industrial sewing machine operators [9446]","450"
"Canada","Inspectors and graders, textile, fabric, fur and leather products manufacturing [9447]","0"
"Canada","Machine operators and related workers in food, beverage and associated products processing [946]","3940"
"Canada","Process control and machine operators, food and beverage processing [9461]","1820"
"Canada","Industrial butchers and meat cutters, poultry preparers and related workers [9462]","1240"
"Canada","Fish and seafood plant workers [9463]","765"
"Canada","Testers and graders, food and beverage processing [9465]","0"
"Canada","Printing equipment operators and related occupations [947]","300"
"Canada","Plateless printing equipment operators [9471]","0"
"Canada","Camera, platemaking and other prepress occupations [9472]","40"
"Canada","Binding and finishing machine operators [9473]","0"
"Canada","Photographic and film processors [9474]","0"
"Canada","Assemblers in manufacturing [95]","6445"
"Canada","Mechanical, electrical and electronics assemblers [952]","3245"
"Canada","Aircraft assemblers and aircraft assembly inspectors [9521]","135"
"Canada","Motor vehicle assemblers, inspectors and testers [9522]","1220"
